settlement_id,payment_id,utr,settled_date,gross_amount,mdr_fee,gst_on_fee,tds_194o,adjustment,net_settled
setl_005,pay_0031,UTR850726264460,2026-07-05,6553.8,131.08,23.59,65.54,0.0,6333.59
setl_005,pay_0032,UTR850726264460,2026-07-05,6548.34,130.97,23.57,0.0,0.0,6393.8
setl_005,pay_0033,UTR850726264460,2026-07-05,6100.99,122.02,21.96,0.0,0.0,5957.01
setl_005,pay_0034,UTR850726264460,2026-07-05,7433.28,148.67,26.76,0.0,0.0,7257.85
setl_005,pay_0035,UTR850726264460,2026-07-05,8359.34,167.19,30.09,0.0,0.0,8162.06
setl_005,pay_0036,UTR850726264460,2026-07-05,3377.57,67.55,12.16,0.0,0.0,3297.86
setl_005,pay_0037,UTR850726264460,2026-07-05,334.02,6.68,1.2,0.0,0.0,326.14
setl_005,pay_0038,UTR850726264460,2026-07-05,5549.02,110.98,19.98,0.0,0.0,5418.06
setl_005,pay_0039,UTR850726264460,2026-07-05,6856.74,137.13,24.68,68.57,0.0,6626.36
setl_006,pay_0040,UTR508678332797,2026-07-05,5955.79,119.12,21.44,0.0,0.0,5815.23
setl_006,pay_0041,UTR508678332797,2026-07-05,6580.38,131.61,23.69,65.8,0.0,6359.28
setl_006,pay_0042,UTR508678332797,2026-07-05,1473.01,29.46,5.3,0.0,0.0,1438.25
setl_006,pay_0043,UTR508678332797,2026-07-05,2810.83,56.22,10.12,28.11,0.0,2716.38
setl_006,pay_0044,UTR508678332797,2026-07-05,1198.14,23.96,4.31,0.0,0.0,1169.87
setl_006,pay_0045,UTR508678332797,2026-07-05,8275.49,165.51,29.79,0.0,0.0,8080.19
setl_006,pay_0046,UTR508678332797,2026-07-05,1646.28,32.93,5.93,0.0,0.0,1607.42
setl_007,pay_0047,UTR680958994499,2026-07-06,2520.86,50.42,9.08,0.0,0.0,2461.36
setl_007,pay_0048,UTR680958994499,2026-07-06,7775.81,155.52,27.99,77.76,0.0,7514.54
setl_007,pay_0049,UTR680958994499,2026-07-06,4893.81,97.88,17.62,0.0,0.0,4778.31
setl_007,pay_0050,UTR680958994499,2026-07-06,1568.82,31.38,5.65,15.69,0.0,1516.1
setl_007,pay_0051,UTR680958994499,2026-07-06,3845.08,76.9,13.84,38.45,0.0,3715.89
setl_007,pay_0052,UTR680958994499,2026-07-06,6470.24,129.4,23.29,64.7,0.0,6252.85
setl_007,pay_0053,UTR680958994499,2026-07-06,7722.25,154.44,27.8,0.0,0.0,7540.01
setl_007,pay_0054,UTR680958994499,2026-07-06,1006.74,20.13,3.62,0.0,-982.99,0.0
setl_007,pay_0055,UTR680958994499,2026-07-06,1042.99,20.86,3.75,0.0,0.0,1018.38
setl_008,pay_0056,UTR635449182375,2026-07-06,5954.27,119.09,21.44,59.54,0.0,5754.2
setl_008,pay_0057,UTR635449182375,2026-07-06,2848.01,56.96,10.25,0.0,0.0,2780.8
setl_008,pay_0058,UTR635449182375,2026-07-06,2296.59,45.93,8.27,22.97,0.0,2219.42
setl_008,pay_0059,UTR635449182375,2026-07-06,4015.07,80.3,14.45,0.0,0.0,3920.32
setl_008,pay_0060,UTR635449182375,2026-07-06,7944.91,158.9,28.6,79.45,0.0,7677.96
setl_008,pay_0061,UTR635449182375,2026-07-06,935.56,18.71,3.37,0.0,0.0,913.48
setl_008,pay_0062,UTR635449182375,2026-07-06,8694.82,173.9,31.3,0.0,0.0,8489.62
setl_009,pay_0063,UTR689227460591,2026-07-07,1769.91,35.4,6.37,0.0,0.0,1728.14
setl_009,pay_0064,UTR689227460591,2026-07-07,5151.0,103.02,18.54,51.51,0.0,4977.93
setl_009,pay_0065,UTR689227460591,2026-07-07,4946.56,98.93,17.81,0.0,0.0,4829.82
setl_009,pay_0066,UTR689227460591,2026-07-07,830.45,16.61,2.99,0.0,0.0,810.85
setl_009,pay_0067,UTR689227460591,2026-07-07,1277.93,25.56,4.6,0.0,0.0,1247.77
setl_009,pay_0068,UTR689227460591,2026-07-07,2043.89,40.88,7.36,0.0,0.0,1995.65
setl_009,pay_0069,UTR689227460591,2026-07-07,2541.3,50.83,9.15,0.0,0.0,2481.32
setl_009,pay_0070,UTR689227460591,2026-07-07,2026.34,40.53,7.3,20.26,0.0,1958.25
setl_009,pay_0071,UTR689227460591,2026-07-07,3080.85,61.62,11.09,0.0,0.0,3008.14
setl_010,pay_0072,UTR565081604082,2026-07-07,1923.16,38.46,6.92,19.23,0.0,1858.55
setl_010,pay_0073,UTR565081604082,2026-07-07,913.24,18.26,3.29,0.0,0.0,891.69
setl_010,pay_0074,UTR565081604082,2026-07-07,8143.09,162.86,29.31,81.43,0.0,7869.49
setl_010,pay_0075,UTR565081604082,2026-07-07,6425.54,128.51,23.13,0.0,0.0,6273.9
setl_010,pay_0076,UTR565081604082,2026-07-07,896.42,17.93,3.23,0.0,0.0,875.26
setl_010,pay_0077,UTR565081604082,2026-07-07,2248.51,44.97,8.09,22.49,0.0,2172.96
setl_010,pay_0078,UTR565081604082,2026-07-07,7380.11,147.6,26.57,0.0,0.0,7205.94
setl_010,pay_0079,UTR565081604082,2026-07-07,1557.1,31.14,5.61,0.0,0.0,1520.35
setl_010,pay_0080,UTR565081604082,2026-07-07,6370.4,127.41,22.93,0.0,0.0,6220.06
setl_011,pay_0081,UTR823355063011,2026-07-08,3034.32,60.69,10.92,30.34,0.0,2932.37
setl_011,pay_0082,UTR823355063011,2026-07-08,2802.8,56.06,10.09,28.03,0.0,2708.62
setl_011,pay_0083,UTR823355063011,2026-07-08,7343.18,146.86,26.43,0.0,0.0,7169.89
setl_011,pay_0084,UTR823355063011,2026-07-08,3615.35,72.31,13.02,0.0,0.0,3530.02
setl_011,pay_0085,UTR823355063011,2026-07-08,397.67,7.95,1.43,0.0,0.0,388.29
setl_011,pay_0086,UTR823355063011,2026-07-08,1068.19,21.36,3.84,0.0,0.0,1042.99
setl_011,pay_0087,UTR823355063011,2026-07-08,1688.9,33.78,6.08,0.0,0.0,1649.04
setl_011,pay_0088,UTR823355063011,2026-07-08,2861.5,57.23,10.3,28.62,0.0,2765.35
setl_012,pay_0089,UTR875427216652,2026-07-08,6713.9,134.28,24.17,0.0,0.0,6555.45
setl_012,pay_0090,UTR875427216652,2026-07-08,7303.05,146.06,26.29,0.0,0.0,7130.7
setl_012,pay_0091,UTR875427216652,2026-07-08,7256.13,145.12,26.12,72.56,0.0,7012.33
setl_012,pay_0092,UTR875427216652,2026-07-08,3073.12,61.46,11.06,30.73,0.0,2969.87
setl_012,pay_0093,UTR875427216652,2026-07-08,8084.8,161.7,29.11,0.0,0.0,7893.99
setl_012,pay_0094,UTR875427216652,2026-07-08,3254.42,65.09,11.72,0.0,0.0,3177.61
setl_012,pay_0095,UTR875427216652,2026-07-08,2434.87,48.7,8.77,0.0,0.0,2377.4
setl_012,pay_0096,UTR875427216652,2026-07-08,5599.59,111.99,20.16,0.0,0.0,5467.44
setl_013,pay_0097,UTR796181120841,2026-07-09,8996.34,179.93,32.39,89.96,0.0,8694.06
setl_013,pay_0098,UTR796181120841,2026-07-09,3797.59,75.95,13.67,0.0,0.0,3707.97
setl_013,pay_0099,UTR796181120841,2026-07-09,1994.3,39.89,7.18,0.0,0.0,1947.23
setl_013,pay_0100,UTR796181120841,2026-07-09,6181.53,123.63,22.25,61.82,0.0,5973.83
setl_013,pay_0101,UTR796181120841,2026-07-09,7545.86,150.92,27.17,0.0,0.0,7367.77
setl_013,pay_0102,UTR796181120841,2026-07-09,4171.51,83.43,15.02,0.0,0.0,4073.06
setl_013,pay_0103,UTR796181120841,2026-07-09,4806.64,96.13,17.3,48.07,0.0,4645.14
setl_013,pay_0104,UTR796181120841,2026-07-09,4123.64,82.47,14.84,0.0,0.0,4026.33
setl_013,pay_0105,UTR796181120841,2026-07-09,4051.9,81.04,14.59,40.52,0.0,3915.75
setl_014,pay_0106,UTR214533606906,2026-07-09,8480.11,169.6,30.53,0.0,0.0,8279.98
setl_014,pay_0107,UTR214533606906,2026-07-09,6808.1,136.16,24.51,0.0,0.0,6647.43
setl_014,pay_0108,UTR214533606906,2026-07-09,2003.95,40.08,7.21,0.0,0.0,1956.66
setl_014,pay_0109,UTR214533606906,2026-07-09,4623.22,92.46,16.64,46.23,0.0,4467.89
setl_014,pay_0110,UTR214533606906,2026-07-09,8503.91,170.08,30.61,0.0,0.0,8303.22
setl_014,pay_0111,UTR214533606906,2026-07-09,3097.66,61.95,11.15,30.98,0.0,2993.58
setl_014,pay_0112,UTR214533606906,2026-07-09,4311.24,86.22,15.52,0.0,0.0,4209.5
setl_014,pay_0113,UTR214533606906,2026-07-09,2632.38,52.65,9.48,26.32,0.0,2543.93
setl_015,pay_0114,UTR436509220579,2026-07-10,2637.52,52.75,9.5,26.38,0.0,2548.89
setl_015,pay_0115,UTR436509220579,2026-07-10,4478.21,89.56,16.12,44.78,0.0,4327.75
setl_015,pay_0116,UTR436509220579,2026-07-10,8408.91,168.18,30.27,84.09,0.0,8126.37
setl_015,pay_0117,UTR436509220579,2026-07-10,7425.26,148.51,26.73,0.0,0.0,7250.02
setl_015,pay_0118,UTR436509220579,2026-07-10,589.41,11.79,2.12,5.89,0.0,569.61
setl_015,pay_0119,UTR436509220579,2026-07-10,2172.41,43.45,7.82,0.0,0.0,2121.14
setl_015,pay_0120,UTR436509220579,2026-07-10,701.15,14.02,2.52,7.01,0.0,677.6
setl_016,pay_0121,UTR900348631876,2026-07-10,4875.92,97.52,17.55,0.0,0.0,4760.85
setl_016,pay_0122,UTR900348631876,2026-07-10,4339.06,86.78,15.62,0.0,0.0,4236.66
setl_016,pay_0123,UTR900348631876,2026-07-10,2970.95,59.42,10.7,29.71,0.0,2871.12
setl_016,pay_0124,UTR900348631876,2026-07-10,317.73,6.35,1.14,0.0,0.0,310.24
setl_016,pay_0125,UTR900348631876,2026-07-10,4119.13,82.38,14.83,0.0,0.0,4021.92
setl_016,pay_0126,UTR900348631876,2026-07-10,6834.25,136.68,24.6,68.34,0.0,6604.63
setl_016,pay_0127,UTR900348631876,2026-07-10,7847.17,156.94,28.25,0.0,0.0,7661.98
setl_016,pay_0128,UTR900348631876,2026-07-10,7292.87,145.86,26.25,0.0,0.0,7120.76
setl_017,pay_0129,UTR706860218144,2026-07-11,2311.58,46.23,8.32,0.0,0.0,2257.03
setl_017,pay_0130,UTR706860218144,2026-07-11,7402.19,148.04,26.65,0.0,0.0,7227.5
setl_017,pay_0131,UTR706860218144,2026-07-11,6754.14,135.08,24.31,0.0,0.0,6594.75
setl_017,pay_0132,UTR706860218144,2026-07-11,6045.53,120.91,21.76,0.0,0.0,5902.86
setl_017,pay_0133,UTR706860218144,2026-07-11,3308.5,66.17,11.91,33.08,0.0,3197.34
setl_017,pay_0134,UTR706860218144,2026-07-11,5175.75,103.52,18.63,0.0,0.0,5053.6
setl_017,pay_0135,UTR706860218144,2026-07-11,5660.04,113.2,20.38,0.0,0.0,5526.46
setl_018,pay_0136,UTR193024055640,2026-07-11,5704.9,114.1,20.54,0.0,0.0,5570.26
setl_018,pay_0137,UTR193024055640,2026-07-11,1279.23,25.58,4.6,0.0,0.0,1249.05
setl_018,pay_0138,UTR193024055640,2026-07-11,7354.77,147.1,26.48,73.55,0.0,7107.64
setl_018,pay_0139,UTR193024055640,2026-07-11,1845.11,36.9,6.64,18.45,0.0,1783.12
setl_018,pay_0140,UTR193024055640,2026-07-11,5282.16,105.64,19.02,0.0,0.0,5157.5
setl_018,pay_0141,UTR193024055640,2026-07-11,5075.38,101.51,18.27,0.0,0.0,4955.6
setl_018,pay_0142,UTR193024055640,2026-07-11,7832.4,156.65,28.2,0.0,0.0,7647.55
setl_018,pay_0143,UTR193024055640,2026-07-11,4490.66,89.81,16.17,44.91,0.0,4339.77
setl_019,pay_0144,UTR955156280853,2026-07-12,2594.71,51.89,9.34,25.95,0.0,2507.53
setl_019,pay_0145,UTR955156280853,2026-07-12,826.57,16.53,2.98,0.0,0.0,807.06
setl_019,pay_0146,UTR955156280853,2026-07-12,5086.34,101.73,18.31,50.86,0.0,4915.44
setl_019,pay_0147,UTR955156280853,2026-07-12,7300.05,146.0,26.28,0.0,0.0,7127.77
setl_019,pay_0148,UTR955156280853,2026-07-12,8219.37,164.39,29.59,0.0,0.0,8025.39
setl_019,pay_0149,UTR955156280853,2026-07-12,6044.85,120.9,21.76,0.0,0.0,5902.19
setl_019,pay_0150,UTR955156280853,2026-07-12,8097.79,161.96,29.15,0.0,0.0,7906.68
setl_019,pay_0151,UTR955156280853,2026-07-12,3017.82,60.36,10.86,0.0,0.0,2946.6
setl_019,pay_0152,UTR955156280853,2026-07-12,8330.13,166.6,29.99,0.0,0.0,8133.54
setl_020,pay_0153,UTR364684869097,2026-07-12,4912.39,98.25,17.68,49.12,0.0,4747.34
setl_020,pay_0154,UTR364684869097,2026-07-12,2758.84,55.18,9.93,27.59,0.0,2666.14
setl_020,pay_0155,UTR364684869097,2026-07-12,5963.9,119.28,21.47,59.64,0.0,5763.51
setl_020,pay_0156,UTR364684869097,2026-07-12,2724.95,54.5,9.81,27.25,0.0,2633.39
setl_020,pay_0157,UTR364684869097,2026-07-12,7707.34,154.15,27.75,77.07,0.0,7448.37
setl_020,pay_0158,UTR364684869097,2026-07-12,4573.98,91.48,16.47,45.74,0.0,4420.29
setl_020,pay_0159,UTR364684869097,2026-07-12,4659.7,93.19,16.77,46.6,0.0,4503.14
setl_020,pay_0160,UTR364684869097,2026-07-12,4383.96,87.68,15.78,0.0,0.0,4280.5
setl_021,pay_0161,UTR734648396163,2026-07-13,5301.49,106.03,19.09,53.01,0.0,5123.36
setl_021,pay_0162,UTR734648396163,2026-07-13,3431.18,68.62,12.35,0.0,0.0,3350.21
setl_021,pay_0163,UTR734648396163,2026-07-13,5943.65,118.87,21.4,0.0,0.0,5803.38
setl_021,pay_0164,UTR734648396163,2026-07-13,5419.45,108.39,19.51,54.19,0.0,5237.36
setl_021,pay_0165,UTR734648396163,2026-07-13,5392.32,107.85,19.41,53.92,0.0,5211.14
setl_021,pay_0166,UTR734648396163,2026-07-13,7313.64,146.27,26.33,0.0,0.0,7141.04
setl_021,pay_0167,UTR734648396163,2026-07-13,7893.59,157.87,28.42,78.94,0.0,7628.36
setl_021,pay_0168,UTR734648396163,2026-07-13,1638.27,32.77,5.9,0.0,0.0,1599.6
setl_021,pay_0169,UTR734648396163,2026-07-13,4431.6,88.63,15.95,0.0,0.0,4327.02
setl_022,pay_0170,UTR804735188129,2026-07-13,1722.91,34.46,6.2,0.0,0.0,1682.25
setl_022,pay_0171,UTR804735188129,2026-07-13,827.27,16.55,2.98,8.27,0.0,799.47
setl_022,pay_0172,UTR804735188129,2026-07-13,2519.41,50.39,9.07,0.0,0.0,2459.95
setl_022,pay_0173,UTR804735188129,2026-07-13,8282.07,165.64,29.82,0.0,0.0,8086.61
setl_022,pay_0174,UTR804735188129,2026-07-13,8185.39,163.71,29.47,0.0,0.0,7992.21
setl_022,pay_0175,UTR804735188129,2026-07-13,2945.25,58.9,10.6,0.0,0.0,2875.75
setl_022,pay_0176,UTR804735188129,2026-07-13,503.24,10.06,1.81,0.0,0.0,491.37
setl_022,pay_0177,UTR804735188129,2026-07-13,3969.6,79.39,14.29,39.7,0.0,3836.22
setl_022,pay_0178,UTR804735188129,2026-07-13,8491.82,169.84,30.57,0.0,0.0,8291.41
setl_023,pay_0179,UTR133304178029,2026-07-14,2390.44,47.81,8.61,0.0,0.0,2334.02
setl_023,pay_0180,UTR133304178029,2026-07-14,2801.32,56.03,10.09,28.01,0.0,2707.19
setl_023,pay_0181,UTR133304178029,2026-07-14,6213.64,124.27,22.37,0.0,0.0,6067.0
setl_023,pay_0182,UTR133304178029,2026-07-14,7634.42,152.69,27.48,76.34,0.0,7377.91
setl_023,pay_0183,UTR133304178029,2026-07-14,2059.39,41.19,7.41,0.0,0.0,2010.79
setl_023,pay_0184,UTR133304178029,2026-07-14,8455.73,169.11,30.44,0.0,0.0,8256.18
setl_023,pay_0185,UTR133304178029,2026-07-14,1433.49,28.67,5.16,0.0,0.0,1399.66
setl_024,pay_0186,UTR845502370306,2026-07-14,4459.22,89.18,16.05,0.0,0.0,4353.99
setl_024,pay_0187,UTR845502370306,2026-07-14,1096.88,21.94,3.95,0.0,0.0,1070.99
setl_024,pay_0188,UTR845502370306,2026-07-14,1368.51,27.37,4.93,0.0,0.0,1336.21
setl_024,pay_0189,UTR845502370306,2026-07-14,7474.97,149.5,26.91,0.0,0.0,7298.56
setl_024,pay_0190,UTR845502370306,2026-07-14,8649.04,172.98,31.14,0.0,0.0,8444.92
setl_024,pay_0191,UTR845502370306,2026-07-14,3940.69,78.81,14.19,0.0,0.0,3847.69
setl_024,pay_0192,UTR845502370306,2026-07-14,1023.06,20.46,3.68,0.0,0.0,998.92
setl_024,pay_0193,UTR845502370306,2026-07-14,432.66,8.65,1.56,0.0,0.0,422.45
setl_024,pay_0194,UTR845502370306,2026-07-14,1406.65,28.13,5.06,0.0,0.0,1373.46
setl_025,pay_0195,UTR606070444418,2026-07-15,4866.41,97.33,17.52,48.66,0.0,4702.9
setl_025,pay_0196,UTR606070444418,2026-07-15,6758.3,135.17,24.33,0.0,0.0,6598.8
setl_025,pay_0197,UTR606070444418,2026-07-15,5174.55,103.49,18.63,0.0,0.0,5052.43
setl_025,pay_0198,UTR606070444418,2026-07-15,3679.6,73.59,13.25,0.0,0.0,3592.76
setl_025,pay_0199,UTR606070444418,2026-07-15,3224.77,64.5,11.61,0.0,0.0,3148.66
setl_025,pay_0200,UTR606070444418,2026-07-15,8169.31,163.39,29.41,0.0,0.0,7976.51
setl_025,pay_0201,UTR606070444418,2026-07-15,3827.37,76.55,13.78,38.27,0.0,3698.77
setl_026,pay_0202,UTR633356940935,2026-07-15,4020.6,80.41,14.47,0.0,0.0,3925.72
setl_026,pay_0203,UTR633356940935,2026-07-15,3232.43,64.65,11.64,0.0,0.0,3156.14
setl_026,pay_0204,UTR633356940935,2026-07-15,6127.89,122.56,22.06,61.28,0.0,5921.99
setl_026,pay_0205,UTR633356940935,2026-07-15,1197.71,23.95,4.31,11.98,0.0,1157.47
setl_026,pay_0206,UTR633356940935,2026-07-15,5423.11,108.46,19.52,0.0,0.0,5295.13
setl_026,pay_0207,UTR633356940935,2026-07-15,7541.56,150.83,27.15,0.0,0.0,7363.58
setl_026,pay_0208,UTR633356940935,2026-07-15,4999.45,99.99,18.0,0.0,0.0,4881.46
setl_027,pay_0209,UTR341781900773,2026-07-16,7553.91,151.08,27.19,75.54,0.0,7300.1
setl_027,pay_0210,UTR341781900773,2026-07-16,5262.49,105.25,18.94,0.0,0.0,5138.3
setl_027,pay_0211,UTR341781900773,2026-07-16,4761.73,95.23,17.14,0.0,0.0,4649.36
setl_027,pay_0212,UTR341781900773,2026-07-16,3989.0,79.78,14.36,0.0,0.0,3894.86
setl_027,pay_0213,UTR341781900773,2026-07-16,3515.17,70.3,12.65,35.15,0.0,3397.07
setl_027,pay_0214,UTR341781900773,2026-07-16,7863.21,157.26,28.31,78.63,0.0,7599.01
setl_027,pay_0215,UTR341781900773,2026-07-16,8089.67,161.79,29.12,0.0,0.0,7898.76
setl_027,pay_0216,UTR341781900773,2026-07-16,2308.45,46.17,8.31,23.08,0.0,2230.89
setl_027,pay_0217,UTR341781900773,2026-07-16,3199.3,63.99,11.52,0.0,0.0,3123.79
setl_028,pay_0218,UTR211585443515,2026-07-16,3406.36,68.13,12.26,34.06,0.0,3291.91
setl_028,pay_0219,UTR211585443515,2026-07-16,3469.5,69.39,12.49,34.7,0.0,3352.92
setl_028,pay_0220,UTR211585443515,2026-07-16,3176.36,63.53,11.44,31.76,0.0,3069.63
setl_028,pay_0221,UTR211585443515,2026-07-16,6102.38,122.05,21.97,61.02,0.0,5897.34
setl_028,pay_0222,UTR211585443515,2026-07-16,6988.54,139.77,25.16,0.0,0.0,6823.61
setl_028,pay_0223,UTR211585443515,2026-07-16,1375.7,27.51,4.95,0.0,0.0,1343.24
setl_028,pay_0224,UTR211585443515,2026-07-16,5221.98,104.44,18.8,0.0,0.0,5098.74
setl_029,pay_0225,UTR375098568281,2026-07-17,1496.29,29.93,5.39,0.0,0.0,1460.97
setl_029,pay_0226,UTR375098568281,2026-07-17,5456.33,109.13,19.64,54.56,0.0,5273.0
setl_029,pay_0227,UTR375098568281,2026-07-17,1890.97,37.82,6.81,18.91,0.0,1827.43
setl_029,pay_0228,UTR375098568281,2026-07-17,1193.18,23.86,4.29,0.0,0.0,1165.03
setl_029,pay_0229,UTR375098568281,2026-07-17,6151.81,123.04,22.15,0.0,0.0,6006.62
setl_029,pay_0230,UTR375098568281,2026-07-17,8433.73,168.67,30.36,0.0,0.0,8234.7
setl_029,pay_0231,UTR375098568281,2026-07-17,4942.26,98.85,17.79,49.42,0.0,4776.2
setl_029,pay_0232,UTR375098568281,2026-07-17,3502.14,70.04,12.61,0.0,0.0,3419.49
setl_029,pay_0233,UTR375098568281,2026-07-17,6692.44,133.85,24.09,0.0,0.0,6534.5
setl_030,pay_0234,UTR941588491630,2026-07-17,6859.0,137.18,24.69,68.59,0.0,6628.54
setl_030,pay_0235,UTR941588491630,2026-07-17,1946.86,38.94,7.01,19.47,0.0,1881.44
setl_030,pay_0236,UTR941588491630,2026-07-17,1941.36,38.83,6.99,19.41,0.0,1876.13
setl_030,pay_0237,UTR941588491630,2026-07-17,7528.58,150.57,27.1,0.0,0.0,7350.91
setl_030,pay_0238,UTR941588491630,2026-07-17,642.25,12.84,2.31,6.42,0.0,620.68
setl_030,pay_0239,UTR941588491630,2026-07-17,7671.35,153.43,27.62,0.0,0.0,7490.3
setl_030,pay_0240,UTR941588491630,2026-07-17,7507.75,150.16,27.03,75.08,0.0,7255.48
setl_031,pay_0241,UTR970967089400,2026-07-18,4757.9,95.16,17.13,47.58,0.0,4598.03
setl_031,pay_0242,UTR970967089400,2026-07-18,7090.94,141.82,25.53,70.91,0.0,6852.68
setl_031,pay_0243,UTR970967089400,2026-07-18,8967.85,179.36,32.28,89.68,0.0,8666.53
setl_031,pay_0244,UTR970967089400,2026-07-18,2039.82,40.8,7.34,0.0,0.0,1991.68
setl_031,pay_0245,UTR970967089400,2026-07-18,4904.85,98.1,17.66,49.05,0.0,4740.04
setl_031,pay_0246,UTR970967089400,2026-07-18,7637.23,152.74,27.49,0.0,0.0,7457.0
setl_031,pay_0247,UTR970967089400,2026-07-18,5547.83,110.96,19.97,0.0,0.0,5416.9
setl_032,pay_0248,UTR757475491416,2026-07-18,4830.14,96.6,17.39,0.0,0.0,4716.15
setl_032,pay_0249,UTR757475491416,2026-07-18,571.21,11.42,2.06,5.71,0.0,552.02
setl_032,pay_0250,UTR757475491416,2026-07-18,8319.09,166.38,29.95,0.0,0.0,8122.76
setl_032,pay_0251,UTR757475491416,2026-07-18,6342.38,126.85,22.83,63.42,0.0,6129.28
setl_032,pay_0252,UTR757475491416,2026-07-18,5233.55,104.67,18.84,0.0,0.0,5110.04
setl_032,pay_0253,UTR757475491416,2026-07-18,3216.68,64.33,11.58,32.17,0.0,3108.6
setl_033,pay_0254,UTR996079577156,2026-07-19,1256.74,25.13,4.52,0.0,0.0,1227.09
setl_033,pay_0255,UTR996079577156,2026-07-19,3794.99,75.9,13.66,37.95,0.0,3667.48
setl_033,pay_0256,UTR996079577156,2026-07-19,1986.37,39.73,7.15,19.86,0.0,1919.63
setl_033,pay_0257,UTR996079577156,2026-07-19,3322.18,66.44,11.96,0.0,0.0,3243.78
setl_033,pay_0258,UTR996079577156,2026-07-19,8830.85,176.62,31.79,0.0,0.0,8622.44
setl_033,pay_0259,UTR996079577156,2026-07-19,5069.19,101.38,18.25,50.69,0.0,4898.87
setl_033,pay_0260,UTR996079577156,2026-07-19,3689.77,73.8,13.28,36.9,0.0,3565.79
setl_033,pay_0261,UTR996079577156,2026-07-19,5695.93,113.92,20.51,0.0,0.0,5561.5
setl_033,pay_0262,UTR996079577156,2026-07-19,7196.06,143.92,25.91,0.0,0.0,7026.23
setl_034,pay_0263,UTR157609459666,2026-07-19,5736.23,114.72,20.65,57.36,0.0,5543.5
setl_034,pay_0264,UTR157609459666,2026-07-19,6857.88,137.16,24.69,0.0,0.0,6696.03
setl_034,pay_0265,UTR157609459666,2026-07-19,2434.46,48.69,8.76,24.34,0.0,2352.67
setl_034,pay_0266,UTR157609459666,2026-07-19,3320.2,66.4,11.95,0.0,0.0,3241.85
setl_034,pay_0267,UTR157609459666,2026-07-19,1573.24,31.46,5.66,15.73,0.0,1520.39
